period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-01-17T18,CAL,California,SUN,Solar,4612,megawatthours
2024-01-17T17,CAL,California,SUN,Solar,1423,megawatthours
2024-01-17T16,CAL,California,SUN,Solar,63,megawatthours
2024-01-17T15,CAL,California,SUN,Solar,-53,megawatthours
2024-01-17T14,CAL,California,SUN,Solar,-52,megawatthours
2024-01-17T13,CAL,California,SUN,Solar,-52,megawatthours
2024-01-17T12,CAL,California,SUN,Solar,-52,megawatthours
2024-01-17T11,CAL,California,SUN,Solar,-51,megawatthours
2024-01-17T10,CAL,California,SUN,Solar,-52,megawatthours
2024-01-17T09,CAL,California,SUN,Solar,-52,megawatthours
2024-01-17T08,CAL,California,SUN,Solar,-52,megawatthours
2024-01-17T07,CAL,California,SUN,Solar,-51,megawatthours
2024-01-17T06,CAL,California,SUN,Solar,-50,megawatthours
2024-01-17T05,CAL,California,SUN,Solar,-51,megawatthours
2024-01-17T04,CAL,California,SUN,Solar,-52,megawatthours
2024-01-17T03,CAL,California,SUN,Solar,-21,megawatthours
2024-01-17T02,CAL,California,SUN,Solar,1438,megawatthours
2024-01-17T01,CAL,California,SUN,Solar,6101,megawatthours
2024-01-17T00,CAL,California,SUN,Solar,8669,megawatthours
2024-01-16T23,CAL,California,SUN,Solar,9533,megawatthours
2024-01-16T22,CAL,California,SUN,Solar,10298,megawatthours
2024-01-16T21,CAL,California,SUN,Solar,10522,megawatthours
2024-01-16T20,CAL,California,SUN,Solar,10458,megawatthours
2024-01-16T19,CAL,California,SUN,Solar,9982,megawatthours
2024-01-16T18,CAL,California,SUN,Solar,7919,megawatthours
2024-01-16T17,CAL,California,SUN,Solar,2973,megawatthours
2024-01-16T16,CAL,California,SUN,Solar,193,megawatthours
2024-01-16T15,CAL,California,SUN,Solar,-54,megawatthours
2024-01-16T14,CAL,California,SUN,Solar,-55,megawatthours
2024-01-16T13,CAL,California,SUN,Solar,-54,megawatthours
2024-01-16T12,CAL,California,SUN,Solar,-52,megawatthours
2024-01-16T11,CAL,California,SUN,Solar,-53,megawatthours
2024-01-16T10,CAL,California,SUN,Solar,-52,megawatthours
2024-01-16T09,CAL,California,SUN,Solar,-52,megawatthours
2024-01-16T08,CAL,California,SUN,Solar,-52,megawatthours
2024-01-16T07,CAL,California,SUN,Solar,-51,megawatthours
2024-01-16T06,CAL,California,SUN,Solar,-51,megawatthours
2024-01-16T05,CAL,California,SUN,Solar,-51,megawatthours
2024-01-16T04,CAL,California,SUN,Solar,-25,megawatthours
2024-01-16T03,CAL,California,SUN,Solar,-26,megawatthours
2024-01-16T02,CAL,California,SUN,Solar,1201,megawatthours
2024-01-16T01,CAL,California,SUN,Solar,5788,megawatthours
2024-01-16T00,CAL,California,SUN,Solar,7945,megawatthours
2024-01-15T23,CAL,California,SUN,Solar,8390,megawatthours
2024-01-15T22,CAL,California,SUN,Solar,8899,megawatthours
2024-01-15T21,CAL,California,SUN,Solar,9186,megawatthours
2024-01-15T20,CAL,California,SUN,Solar,8701,megawatthours
2024-01-15T19,CAL,California,SUN,Solar,9366,megawatthours
2024-01-15T18,CAL,California,SUN,Solar,7796,megawatthours
2024-01-15T17,CAL,California,SUN,Solar,2680,megawatthours
2024-01-15T16,CAL,California,SUN,Solar,132,megawatthours
2024-01-15T15,CAL,California,SUN,Solar,-47,megawatthours
2024-01-15T14,CAL,California,SUN,Solar,-46,megawatthours
2024-01-15T13,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T12,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T11,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T10,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T09,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T08,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T07,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T06,CAL,California,SUN,Solar,-44,megawatthours
2024-01-15T05,CAL,California,SUN,Solar,-44,megawatthours
2024-01-15T04,CAL,California,SUN,Solar,-45,megawatthours
2024-01-15T03,CAL,California,SUN,Solar,-33,megawatthours
2024-01-15T02,CAL,California,SUN,Solar,1287,megawatthours
2024-01-15T01,CAL,California,SUN,Solar,6091,megawatthours
2024-01-15T00,CAL,California,SUN,Solar,8430,megawatthours
2024-01-14T23,CAL,California,SUN,Solar,9713,megawatthours
2024-01-14T22,CAL,California,SUN,Solar,10385,megawatthours
2024-01-14T21,CAL,California,SUN,Solar,11324,megawatthours
2024-01-14T20,CAL,California,SUN,Solar,11181,megawatthours
2024-01-14T19,CAL,California,SUN,Solar,9915,megawatthours
2024-01-14T18,CAL,California,SUN,Solar,7641,megawatthours
2024-01-14T17,CAL,California,SUN,Solar,2496,megawatthours
2024-01-14T16,CAL,California,SUN,Solar,171,megawatthours
2024-01-14T15,CAL,California,SUN,Solar,-52,megawatthours
2024-01-14T14,CAL,California,SUN,Solar,-51,megawatthours
2024-01-14T13,CAL,California,SUN,Solar,-51,megawatthours
2024-01-14T12,CAL,California,SUN,Solar,-50,megawatthours
2024-01-14T11,CAL,California,SUN,Solar,-50,megawatthours
2024-01-14T10,CAL,California,SUN,Solar,-50,megawatthours
2024-01-14T09,CAL,California,SUN,Solar,-37,megawatthours
2024-01-14T08,CAL,California,SUN,Solar,-32,megawatthours
2024-01-14T07,CAL,California,SUN,Solar,-35,megawatthours
2024-01-14T06,CAL,California,SUN,Solar,-44,megawatthours
2024-01-14T05,CAL,California,SUN,Solar,-49,megawatthours
2024-01-14T04,CAL,California,SUN,Solar,-49,megawatthours
2024-01-14T03,CAL,California,SUN,Solar,-52,megawatthours
2024-01-14T02,CAL,California,SUN,Solar,1201,megawatthours
2024-01-14T01,CAL,California,SUN,Solar,5490,megawatthours
2024-01-14T00,CAL,California,SUN,Solar,7119,megawatthours
2024-01-13T23,CAL,California,SUN,Solar,8000,megawatthours
2024-01-13T22,CAL,California,SUN,Solar,9357,megawatthours
2024-01-13T21,CAL,California,SUN,Solar,9885,megawatthours
2024-01-13T20,CAL,California,SUN,Solar,10278,megawatthours
2024-01-13T19,CAL,California,SUN,Solar,10572,megawatthours
2024-01-13T18,CAL,California,SUN,Solar,8792,megawatthours
2024-01-13T17,CAL,California,SUN,Solar,2965,megawatthours
2024-01-13T16,CAL,California,SUN,Solar,214,megawatthours
2024-01-13T15,CAL,California,SUN,Solar,-22,megawatthours
2024-01-13T14,CAL,California,SUN,Solar,-48,megawatthours
2024-01-13T13,CAL,California,SUN,Solar,-48,megawatthours
2024-01-13T12,CAL,California,SUN,Solar,-47,megawatthours
2024-01-13T11,CAL,California,SUN,Solar,-47,megawatthours
2024-01-13T10,CAL,California,SUN,Solar,-48,megawatthours
2024-01-13T09,CAL,California,SUN,Solar,-48,megawatthours
2024-01-13T08,CAL,California,SUN,Solar,-49,megawatthours
2024-01-13T07,CAL,California,SUN,Solar,-49,megawatthours
2024-01-13T06,CAL,California,SUN,Solar,-49,megawatthours
2024-01-13T05,CAL,California,SUN,Solar,-48,megawatthours
2024-01-13T04,CAL,California,SUN,Solar,-48,megawatthours
2024-01-13T03,CAL,California,SUN,Solar,-52,megawatthours
2024-01-13T02,CAL,California,SUN,Solar,1556,megawatthours
2024-01-13T01,CAL,California,SUN,Solar,6176,megawatthours
2024-01-13T00,CAL,California,SUN,Solar,9282,megawatthours
2024-01-12T23,CAL,California,SUN,Solar,10000,megawatthours
2024-01-12T22,CAL,California,SUN,Solar,10921,megawatthours
2024-01-12T21,CAL,California,SUN,Solar,11341,megawatthours
2024-01-12T20,CAL,California,SUN,Solar,11553,megawatthours
2024-01-12T19,CAL,California,SUN,Solar,11608,megawatthours
2024-01-12T18,CAL,California,SUN,Solar,9613,megawatthours
2024-01-12T17,CAL,California,SUN,Solar,2993,megawatthours
2024-01-12T16,CAL,California,SUN,Solar,177,megawatthours
2024-01-12T15,CAL,California,SUN,Solar,-53,megawatthours
2024-01-12T14,CAL,California,SUN,Solar,-52,megawatthours
2024-01-12T13,CAL,California,SUN,Solar,-52,megawatthours
2024-01-12T12,CAL,California,SUN,Solar,-50,megawatthours
2024-01-12T11,CAL,California,SUN,Solar,-50,megawatthours
2024-01-12T10,CAL,California,SUN,Solar,-50,megawatthours
2024-01-12T09,CAL,California,SUN,Solar,-50,megawatthours
2024-01-12T08,CAL,California,SUN,Solar,-51,megawatthours
2024-01-12T07,CAL,California,SUN,Solar,-50,megawatthours
2024-01-12T06,CAL,California,SUN,Solar,-10,megawatthours
2024-01-12T05,CAL,California,SUN,Solar,-47,megawatthours
2024-01-12T04,CAL,California,SUN,Solar,-48,megawatthours
2024-01-12T03,CAL,California,SUN,Solar,-52,megawatthours
2024-01-12T02,CAL,California,SUN,Solar,1622,megawatthours
2024-01-12T01,CAL,California,SUN,Solar,8073,megawatthours
2024-01-12T00,CAL,California,SUN,Solar,10854,megawatthours
2024-01-11T23,CAL,California,SUN,Solar,12306,megawatthours
2024-01-11T22,CAL,California,SUN,Solar,12284,megawatthours
2024-01-11T21,CAL,California,SUN,Solar,11815,megawatthours
2024-01-11T20,CAL,California,SUN,Solar,11998,megawatthours
2024-01-11T19,CAL,California,SUN,Solar,10907,megawatthours
2024-01-11T18,CAL,California,SUN,Solar,7849,megawatthours
2024-01-11T17,CAL,California,SUN,Solar,2065,megawatthours
2024-01-11T16,CAL,California,SUN,Solar,188,megawatthours
2024-01-11T15,CAL,California,SUN,Solar,-14,megawatthours
2024-01-11T14,CAL,California,SUN,Solar,-13,megawatthours
2024-01-11T13,CAL,California,SUN,Solar,-13,megawatthours
2024-01-11T12,CAL,California,SUN,Solar,-12,megawatthours
2024-01-11T11,CAL,California,SUN,Solar,-12,megawatthours
2024-01-11T10,CAL,California,SUN,Solar,-12,megawatthours
2024-01-11T09,CAL,California,SUN,Solar,-12,megawatthours
2024-01-11T08,CAL,California,SUN,Solar,-12,megawatthours
2024-01-11T07,CAL,California,SUN,Solar,-11,megawatthours
2024-01-11T06,CAL,California,SUN,Solar,-11,megawatthours
2024-01-11T05,CAL,California,SUN,Solar,-12,megawatthours
2024-01-11T04,CAL,California,SUN,Solar,-12,megawatthours
2024-01-11T03,CAL,California,SUN,Solar,18,megawatthours
2024-01-11T02,CAL,California,SUN,Solar,1137,megawatthours
2024-01-11T01,CAL,California,SUN,Solar,6212,megawatthours
2024-01-11T00,CAL,California,SUN,Solar,9201,megawatthours
2024-01-10T23,CAL,California,SUN,Solar,10522,megawatthours
2024-01-10T22,CAL,California,SUN,Solar,10719,megawatthours
2024-01-10T21,CAL,California,SUN,Solar,11400,megawatthours
2024-01-10T20,CAL,California,SUN,Solar,11626,megawatthours
2024-01-10T19,CAL,California,SUN,Solar,11221,megawatthours
2024-01-10T18,CAL,California,SUN,Solar,8420,megawatthours
2024-01-10T17,CAL,California,SUN,Solar,2653,megawatthours
2024-01-10T16,CAL,California,SUN,Solar,192,megawatthours
2024-01-10T15,CAL,California,SUN,Solar,-54,megawatthours
2024-01-10T14,CAL,California,SUN,Solar,-54,megawatthours
2024-01-10T13,CAL,California,SUN,Solar,-54,megawatthours
2024-01-10T12,CAL,California,SUN,Solar,-53,megawatthours
2024-01-10T11,CAL,California,SUN,Solar,-53,megawatthours
2024-01-10T10,CAL,California,SUN,Solar,-53,megawatthours
2024-01-10T09,CAL,California,SUN,Solar,-53,megawatthours
2024-01-10T08,CAL,California,SUN,Solar,-52,megawatthours
2024-01-10T07,CAL,California,SUN,Solar,-51,megawatthours
2024-01-10T06,CAL,California,SUN,Solar,-51,megawatthours
2024-01-10T05,CAL,California,SUN,Solar,-49,megawatthours
2024-01-10T04,CAL,California,SUN,Solar,-42,megawatthours
2024-01-10T03,CAL,California,SUN,Solar,-52,megawatthours
2024-01-10T02,CAL,California,SUN,Solar,1367,megawatthours
2024-01-10T01,CAL,California,SUN,Solar,6459,megawatthours
2024-01-10T00,CAL,California,SUN,Solar,9193,megawatthours
2024-01-09T23,CAL,California,SUN,Solar,9869,megawatthours
2024-01-09T22,CAL,California,SUN,Solar,10925,megawatthours
2024-01-09T21,CAL,California,SUN,Solar,12458,megawatthours
2024-01-09T20,CAL,California,SUN,Solar,13284,megawatthours
2024-01-09T19,CAL,California,SUN,Solar,13262,megawatthours
2024-01-09T18,CAL,California,SUN,Solar,10175,megawatthours
2024-01-09T17,CAL,California,SUN,Solar,3090,megawatthours
2024-01-09T16,CAL,California,SUN,Solar,195,megawatthours
2024-01-09T15,CAL,California,SUN,Solar,-47,megawatthours
2024-01-09T14,CAL,California,SUN,Solar,-50,megawatthours
2024-01-09T13,CAL,California,SUN,Solar,-55,megawatthours
2024-01-09T12,CAL,California,SUN,Solar,-54,megawatthours
2024-01-09T11,CAL,California,SUN,Solar,-53,megawatthours
2024-01-09T10,CAL,California,SUN,Solar,-53,megawatthours
2024-01-09T09,CAL,California,SUN,Solar,-52,megawatthours
2024-01-09T08,CAL,California,SUN,Solar,-52,megawatthours
2024-01-09T07,CAL,California,SUN,Solar,-51,megawatthours
2024-01-09T06,CAL,California,SUN,Solar,-53,megawatthours
2024-01-09T05,CAL,California,SUN,Solar,-46,megawatthours
2024-01-09T04,CAL,California,SUN,Solar,32,megawatthours
2024-01-09T03,CAL,California,SUN,Solar,54,megawatthours
2024-01-09T02,CAL,California,SUN,Solar,1709,megawatthours
2024-01-09T01,CAL,California,SUN,Solar,8558,megawatthours
2024-01-09T00,CAL,California,SUN,Solar,12570,megawatthours
2024-01-08T23,CAL,California,SUN,Solar,13399,megawatthours
2024-01-08T22,CAL,California,SUN,Solar,13338,megawatthours
2024-01-08T21,CAL,California,SUN,Solar,13455,megawatthours
2024-01-08T20,CAL,California,SUN,Solar,13761,megawatthours
2024-01-08T19,CAL,California,SUN,Solar,12710,megawatthours
2024-01-08T18,CAL,California,SUN,Solar,7348,megawatthours
2024-01-08T17,CAL,California,SUN,Solar,3143,megawatthours
2024-01-08T16,CAL,California,SUN,Solar,190,megawatthours
2024-01-08T15,CAL,California,SUN,Solar,-31,megawatthours
2024-01-08T14,CAL,California,SUN,Solar,-34,megawatthours
2024-01-08T13,CAL,California,SUN,Solar,-35,megawatthours
2024-01-08T12,CAL,California,SUN,Solar,-31,megawatthours
2024-01-08T11,CAL,California,SUN,Solar,-30,megawatthours
2024-01-08T10,CAL,California,SUN,Solar,-24,megawatthours
2024-01-08T09,CAL,California,SUN,Solar,-25,megawatthours
2024-01-08T08,CAL,California,SUN,Solar,-36,megawatthours
2024-01-08T07,CAL,California,SUN,Solar,-38,megawatthours
2024-01-08T06,CAL,California,SUN,Solar,-27,megawatthours
2024-01-08T05,CAL,California,SUN,Solar,-31,megawatthours
2024-01-08T04,CAL,California,SUN,Solar,-37,megawatthours
2024-01-08T03,CAL,California,SUN,Solar,-46,megawatthours
2024-01-08T02,CAL,California,SUN,Solar,1407,megawatthours
2024-01-08T01,CAL,California,SUN,Solar,8052,megawatthours
2024-01-08T00,CAL,California,SUN,Solar,12241,megawatthours
2024-01-07T23,CAL,California,SUN,Solar,13056,megawatthours
2024-01-07T22,CAL,California,SUN,Solar,12729,megawatthours
2024-01-07T21,CAL,California,SUN,Solar,12067,megawatthours
2024-01-07T20,CAL,California,SUN,Solar,11893,megawatthours
2024-01-07T19,CAL,California,SUN,Solar,11263,megawatthours
2024-01-07T18,CAL,California,SUN,Solar,7344,megawatthours
2024-01-07T17,CAL,California,SUN,Solar,1730,megawatthours
2024-01-07T16,CAL,California,SUN,Solar,131,megawatthours
2024-01-07T15,CAL,California,SUN,Solar,-7,megawatthours
2024-01-07T14,CAL,California,SUN,Solar,-32,megawatthours
2024-01-07T13,CAL,California,SUN,Solar,-22,megawatthours
2024-01-07T12,CAL,California,SUN,Solar,-19,megawatthours
2024-01-07T11,CAL,California,SUN,Solar,-20,megawatthours
2024-01-07T10,CAL,California,SUN,Solar,-29,megawatthours
2024-01-07T09,CAL,California,SUN,Solar,-28,megawatthours
2024-01-07T08,CAL,California,SUN,Solar,-34,megawatthours
2024-01-07T07,CAL,California,SUN,Solar,-31,megawatthours
2024-01-07T06,CAL,California,SUN,Solar,-19,megawatthours
2024-01-07T05,CAL,California,SUN,Solar,1,megawatthours
2024-01-07T04,CAL,California,SUN,Solar,11,megawatthours
2024-01-07T03,CAL,California,SUN,Solar,59,megawatthours
2024-01-07T02,CAL,California,SUN,Solar,418,megawatthours
2024-01-07T01,CAL,California,SUN,Solar,2138,megawatthours
2024-01-07T00,CAL,California,SUN,Solar,5396,megawatthours
2024-01-06T23,CAL,California,SUN,Solar,8199,megawatthours
2024-01-06T22,CAL,California,SUN,Solar,9829,megawatthours
2024-01-06T21,CAL,California,SUN,Solar,10468,megawatthours
2024-01-06T20,CAL,California,SUN,Solar,10745,megawatthours
2024-01-06T19,CAL,California,SUN,Solar,10659,megawatthours
2024-01-06T18,CAL,California,SUN,Solar,8442,megawatthours
2024-01-06T17,CAL,California,SUN,Solar,2771,megawatthours
2024-01-06T16,CAL,California,SUN,Solar,161,megawatthours
2024-01-06T15,CAL,California,SUN,Solar,-22,megawatthours
2024-01-06T14,CAL,California,SUN,Solar,-29,megawatthours
2024-01-06T13,CAL,California,SUN,Solar,-30,megawatthours
2024-01-06T12,CAL,California,SUN,Solar,-26,megawatthours
2024-01-06T11,CAL,California,SUN,Solar,-25,megawatthours
2024-01-06T10,CAL,California,SUN,Solar,-29,megawatthours
2024-01-06T09,CAL,California,SUN,Solar,-28,megawatthours
2024-01-06T08,CAL,California,SUN,Solar,-24,megawatthours
2024-01-06T07,CAL,California,SUN,Solar,-15,megawatthours
2024-01-06T06,CAL,California,SUN,Solar,8,megawatthours
2024-01-06T05,CAL,California,SUN,Solar,7,megawatthours
2024-01-06T04,CAL,California,SUN,Solar,3,megawatthours
2024-01-06T03,CAL,California,SUN,Solar,10,megawatthours
2024-01-06T02,CAL,California,SUN,Solar,1190,megawatthours
2024-01-06T01,CAL,California,SUN,Solar,7219,megawatthours
2024-01-06T00,CAL,California,SUN,Solar,11096,megawatthours
2024-01-05T23,CAL,California,SUN,Solar,10771,megawatthours
2024-01-05T22,CAL,California,SUN,Solar,9607,megawatthours
2024-01-05T21,CAL,California,SUN,Solar,9855,megawatthours
2024-01-05T20,CAL,California,SUN,Solar,10001,megawatthours
2024-01-05T19,CAL,California,SUN,Solar,7358,megawatthours
2024-01-05T18,CAL,California,SUN,Solar,4456,megawatthours
2024-01-05T17,CAL,California,SUN,Solar,1209,megawatthours
2024-01-05T16,CAL,California,SUN,Solar,69,megawatthours
2024-01-05T15,CAL,California,SUN,Solar,-28,megawatthours
2024-01-05T14,CAL,California,SUN,Solar,-30,megawatthours
2024-01-05T13,CAL,California,SUN,Solar,-30,megawatthours
2024-01-05T12,CAL,California,SUN,Solar,-29,megawatthours
2024-01-05T11,CAL,California,SUN,Solar,-29,megawatthours
2024-01-05T10,CAL,California,SUN,Solar,-29,megawatthours
2024-01-05T09,CAL,California,SUN,Solar,-29,megawatthours
2024-01-05T08,CAL,California,SUN,Solar,-29,megawatthours
2024-01-05T07,CAL,California,SUN,Solar,-29,megawatthours
2024-01-05T06,CAL,California,SUN,Solar,-29,megawatthours
2024-01-05T05,CAL,California,SUN,Solar,-8,megawatthours
2024-01-05T04,CAL,California,SUN,Solar,-30,megawatthours
2024-01-05T03,CAL,California,SUN,Solar,-33,megawatthours
2024-01-05T02,CAL,California,SUN,Solar,1248,megawatthours
2024-01-05T01,CAL,California,SUN,Solar,7794,megawatthours
2024-01-05T00,CAL,California,SUN,Solar,12236,megawatthours
2024-01-04T23,CAL,California,SUN,Solar,12674,megawatthours
2024-01-04T22,CAL,California,SUN,Solar,12368,megawatthours
2024-01-04T21,CAL,California,SUN,Solar,12245,megawatthours
2024-01-04T20,CAL,California,SUN,Solar,11733,megawatthours
2024-01-04T19,CAL,California,SUN,Solar,10986,megawatthours
2024-01-04T18,CAL,California,SUN,Solar,8326,megawatthours
2024-01-04T17,CAL,California,SUN,Solar,2555,megawatthours
2024-01-04T16,CAL,California,SUN,Solar,119,megawatthours
2024-01-04T15,CAL,California,SUN,Solar,-44,megawatthours
2024-01-04T14,CAL,California,SUN,Solar,-46,megawatthours
2024-01-04T13,CAL,California,SUN,Solar,-46,megawatthours
2024-01-04T12,CAL,California,SUN,Solar,-45,megawatthours
2024-01-04T11,CAL,California,SUN,Solar,-45,megawatthours
2024-01-04T10,CAL,California,SUN,Solar,-45,megawatthours
2024-01-04T09,CAL,California,SUN,Solar,-49,megawatthours
2024-01-04T08,CAL,California,SUN,Solar,-45,megawatthours
2024-01-04T07,CAL,California,SUN,Solar,-48,megawatthours
2024-01-04T06,CAL,California,SUN,Solar,-44,megawatthours
2024-01-04T05,CAL,California,SUN,Solar,-44,megawatthours
2024-01-04T04,CAL,California,SUN,Solar,-26,megawatthours
2024-01-04T03,CAL,California,SUN,Solar,-23,megawatthours
2024-01-04T02,CAL,California,SUN,Solar,729,megawatthours
2024-01-04T01,CAL,California,SUN,Solar,4491,megawatthours
2024-01-04T00,CAL,California,SUN,Solar,6172,megawatthours
2024-01-03T23,CAL,California,SUN,Solar,6739,megawatthours
2024-01-03T22,CAL,California,SUN,Solar,7273,megawatthours
2024-01-03T21,CAL,California,SUN,Solar,7786,megawatthours
2024-01-03T20,CAL,California,SUN,Solar,8274,megawatthours
2024-01-03T19,CAL,California,SUN,Solar,7662,megawatthours
2024-01-03T18,CAL,California,SUN,Solar,4967,megawatthours
2024-01-03T17,CAL,California,SUN,Solar,1132,megawatthours
2024-01-03T16,CAL,California,SUN,Solar,30,megawatthours
2024-01-03T15,CAL,California,SUN,Solar,-49,megawatthours
2024-01-03T14,CAL,California,SUN,Solar,-49,megawatthours
2024-01-03T13,CAL,California,SUN,Solar,-49,megawatthours
2024-01-03T12,CAL,California,SUN,Solar,-48,megawatthours
2024-01-03T11,CAL,California,SUN,Solar,-47,megawatthours
2024-01-03T10,CAL,California,SUN,Solar,-47,megawatthours
2024-01-03T09,CAL,California,SUN,Solar,-47,megawatthours
2024-01-03T08,CAL,California,SUN,Solar,-47,megawatthours
2024-01-03T07,CAL,California,SUN,Solar,-46,megawatthours
2024-01-03T06,CAL,California,SUN,Solar,-47,megawatthours
2024-01-03T05,CAL,California,SUN,Solar,-48,megawatthours
2024-01-03T04,CAL,California,SUN,Solar,-47,megawatthours
2024-01-03T03,CAL,California,SUN,Solar,-31,megawatthours
2024-01-03T02,CAL,California,SUN,Solar,930,megawatthours
2024-01-03T01,CAL,California,SUN,Solar,5732,megawatthours
2024-01-03T00,CAL,California,SUN,Solar,8553,megawatthours
2024-01-02T23,CAL,California,SUN,Solar,9219,megawatthours
2024-01-02T22,CAL,California,SUN,Solar,10107,megawatthours
2024-01-02T21,CAL,California,SUN,Solar,10583,megawatthours
2024-01-02T20,CAL,California,SUN,Solar,10256,megawatthours
2024-01-02T19,CAL,California,SUN,Solar,10616,megawatthours
2024-01-02T18,CAL,California,SUN,Solar,8417,megawatthours
2024-01-02T17,CAL,California,SUN,Solar,2794,megawatthours
2024-01-02T16,CAL,California,SUN,Solar,167,megawatthours
2024-01-02T15,CAL,California,SUN,Solar,-57,megawatthours
2024-01-02T14,CAL,California,SUN,Solar,-55,megawatthours
2024-01-02T13,CAL,California,SUN,Solar,-52,megawatthours
2024-01-02T12,CAL,California,SUN,Solar,-49,megawatthours
2024-01-02T11,CAL,California,SUN,Solar,-45,megawatthours
2024-01-02T10,CAL,California,SUN,Solar,-48,megawatthours
2024-01-02T09,CAL,California,SUN,Solar,-53,megawatthours
2024-01-02T08,CAL,California,SUN,Solar,-50,megawatthours
2024-01-02T07,CAL,California,SUN,Solar,-51,megawatthours
2024-01-02T06,CAL,California,SUN,Solar,-51,megawatthours
2024-01-02T05,CAL,California,SUN,Solar,-39,megawatthours
2024-01-02T04,CAL,California,SUN,Solar,-40,megawatthours
2024-01-02T03,CAL,California,SUN,Solar,-37,megawatthours
2024-01-02T02,CAL,California,SUN,Solar,1078,megawatthours
2024-01-02T01,CAL,California,SUN,Solar,6702,megawatthours
2024-01-02T00,CAL,California,SUN,Solar,10266,megawatthours
2024-01-01T23,CAL,California,SUN,Solar,10690,megawatthours
2024-01-01T22,CAL,California,SUN,Solar,10607,megawatthours
2024-01-01T21,CAL,California,SUN,Solar,10027,megawatthours
2024-01-01T20,CAL,California,SUN,Solar,9681,megawatthours
2024-01-01T19,CAL,California,SUN,Solar,7784,megawatthours
2024-01-01T18,CAL,California,SUN,Solar,5630,megawatthours
2024-01-01T17,CAL,California,SUN,Solar,1499,megawatthours
2024-01-01T16,CAL,California,SUN,Solar,87,megawatthours
2024-01-01T15,CAL,California,SUN,Solar,-33,megawatthours
2024-01-01T14,CAL,California,SUN,Solar,-33,megawatthours
2024-01-01T13,CAL,California,SUN,Solar,-28,megawatthours
2024-01-01T12,CAL,California,SUN,Solar,-19,megawatthours
2024-01-01T11,CAL,California,SUN,Solar,-2,megawatthours
2024-01-01T10,CAL,California,SUN,Solar,-7,megawatthours
2024-01-01T09,CAL,California,SUN,Solar,-4,megawatthours
2024-01-01T08,CAL,California,SUN,Solar,-22,megawatthours
2024-01-01T07,CAL,California,SUN,Solar,-32,megawatthours
2024-01-01T06,CAL,California,SUN,Solar,-32,megawatthours
2024-01-01T05,CAL,California,SUN,Solar,-32,megawatthours
2024-01-01T04,CAL,California,SUN,Solar,-32,megawatthours
2024-01-01T03,CAL,California,SUN,Solar,-2,megawatthours
2024-01-01T02,CAL,California,SUN,Solar,461,megawatthours
2024-01-01T01,CAL,California,SUN,Solar,2186,megawatthours
2024-01-01T00,CAL,California,SUN,Solar,4527,megawatthours
