period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-02-23T10,CAL,California,SUN,Solar,18,megawatthours
2024-02-23T09,CAL,California,SUN,Solar,18,megawatthours
2024-02-23T08,CAL,California,SUN,Solar,18,megawatthours
2024-02-23T07,CAL,California,SUN,Solar,65,megawatthours
2024-02-23T06,CAL,California,SUN,Solar,80,megawatthours
2024-02-23T05,CAL,California,SUN,Solar,79,megawatthours
2024-02-23T04,CAL,California,SUN,Solar,73,megawatthours
2024-02-23T03,CAL,California,SUN,Solar,765,megawatthours
2024-02-23T02,CAL,California,SUN,Solar,6682,megawatthours
2024-02-23T01,CAL,California,SUN,Solar,10902,megawatthours
2024-02-23T00,CAL,California,SUN,Solar,12509,megawatthours
2024-02-22T23,CAL,California,SUN,Solar,13660,megawatthours
2024-02-22T22,CAL,California,SUN,Solar,13919,megawatthours
2024-02-22T21,CAL,California,SUN,Solar,14259,megawatthours
2024-02-22T20,CAL,California,SUN,Solar,13876,megawatthours
2024-02-22T19,CAL,California,SUN,Solar,13687,megawatthours
2024-02-22T18,CAL,California,SUN,Solar,12850,megawatthours
2024-02-22T17,CAL,California,SUN,Solar,6943,megawatthours
2024-02-22T16,CAL,California,SUN,Solar,1071,megawatthours
2024-02-22T15,CAL,California,SUN,Solar,89,megawatthours
2024-02-22T14,CAL,California,SUN,Solar,40,megawatthours
2024-02-22T13,CAL,California,SUN,Solar,41,megawatthours
2024-02-22T12,CAL,California,SUN,Solar,41,megawatthours
2024-02-22T11,CAL,California,SUN,Solar,44,megawatthours
2024-02-22T10,CAL,California,SUN,Solar,46,megawatthours
2024-02-22T09,CAL,California,SUN,Solar,49,megawatthours
2024-02-22T08,CAL,California,SUN,Solar,55,megawatthours
2024-02-22T07,CAL,California,SUN,Solar,67,megawatthours
2024-02-22T06,CAL,California,SUN,Solar,59,megawatthours
2024-02-22T05,CAL,California,SUN,Solar,98,megawatthours
2024-02-22T04,CAL,California,SUN,Solar,98,megawatthours
2024-02-22T03,CAL,California,SUN,Solar,483,megawatthours
2024-02-22T02,CAL,California,SUN,Solar,3968,megawatthours
2024-02-22T01,CAL,California,SUN,Solar,8109,megawatthours
2024-02-22T00,CAL,California,SUN,Solar,10397,megawatthours
2024-02-21T23,CAL,California,SUN,Solar,11167,megawatthours
2024-02-21T22,CAL,California,SUN,Solar,11783,megawatthours
2024-02-21T21,CAL,California,SUN,Solar,12420,megawatthours
2024-02-21T20,CAL,California,SUN,Solar,11984,megawatthours
2024-02-21T19,CAL,California,SUN,Solar,12694,megawatthours
2024-02-21T18,CAL,California,SUN,Solar,11616,megawatthours
2024-02-21T17,CAL,California,SUN,Solar,4596,megawatthours
2024-02-21T16,CAL,California,SUN,Solar,560,megawatthours
2024-02-21T15,CAL,California,SUN,Solar,18,megawatthours
2024-02-21T14,CAL,California,SUN,Solar,15,megawatthours
2024-02-21T13,CAL,California,SUN,Solar,17,megawatthours
2024-02-21T12,CAL,California,SUN,Solar,15,megawatthours
2024-02-21T11,CAL,California,SUN,Solar,15,megawatthours
2024-02-21T10,CAL,California,SUN,Solar,44,megawatthours
2024-02-21T09,CAL,California,SUN,Solar,75,megawatthours
2024-02-21T08,CAL,California,SUN,Solar,73,megawatthours
2024-02-21T07,CAL,California,SUN,Solar,76,megawatthours
2024-02-21T06,CAL,California,SUN,Solar,78,megawatthours
2024-02-21T05,CAL,California,SUN,Solar,77,megawatthours
2024-02-21T04,CAL,California,SUN,Solar,74,megawatthours
2024-02-21T03,CAL,California,SUN,Solar,242,megawatthours
2024-02-21T02,CAL,California,SUN,Solar,1761,megawatthours
2024-02-21T01,CAL,California,SUN,Solar,3382,megawatthours
2024-02-21T00,CAL,California,SUN,Solar,5277,megawatthours
2024-02-20T23,CAL,California,SUN,Solar,6811,megawatthours
2024-02-20T22,CAL,California,SUN,Solar,8336,megawatthours
2024-02-20T21,CAL,California,SUN,Solar,9222,megawatthours
2024-02-20T20,CAL,California,SUN,Solar,10084,megawatthours
2024-02-20T19,CAL,California,SUN,Solar,9941,megawatthours
2024-02-20T18,CAL,California,SUN,Solar,8015,megawatthours
2024-02-20T17,CAL,California,SUN,Solar,3773,megawatthours
2024-02-20T16,CAL,California,SUN,Solar,526,megawatthours
2024-02-20T15,CAL,California,SUN,Solar,45,megawatthours
2024-02-20T14,CAL,California,SUN,Solar,29,megawatthours
2024-02-20T13,CAL,California,SUN,Solar,43,megawatthours
2024-02-20T12,CAL,California,SUN,Solar,63,megawatthours
2024-02-20T11,CAL,California,SUN,Solar,71,megawatthours
2024-02-20T10,CAL,California,SUN,Solar,56,megawatthours
2024-02-20T09,CAL,California,SUN,Solar,50,megawatthours
2024-02-20T08,CAL,California,SUN,Solar,52,megawatthours
2024-02-20T07,CAL,California,SUN,Solar,53,megawatthours
2024-02-20T06,CAL,California,SUN,Solar,46,megawatthours
2024-02-20T05,CAL,California,SUN,Solar,45,megawatthours
2024-02-20T04,CAL,California,SUN,Solar,123,megawatthours
2024-02-20T03,CAL,California,SUN,Solar,452,megawatthours
2024-02-20T02,CAL,California,SUN,Solar,3577,megawatthours
2024-02-20T01,CAL,California,SUN,Solar,8076,megawatthours
2024-02-20T00,CAL,California,SUN,Solar,10364,megawatthours
2024-02-19T23,CAL,California,SUN,Solar,11088,megawatthours
2024-02-19T22,CAL,California,SUN,Solar,11538,megawatthours
2024-02-19T21,CAL,California,SUN,Solar,11844,megawatthours
2024-02-19T20,CAL,California,SUN,Solar,10895,megawatthours
2024-02-19T19,CAL,California,SUN,Solar,10579,megawatthours
2024-02-19T18,CAL,California,SUN,Solar,8925,megawatthours
2024-02-19T17,CAL,California,SUN,Solar,2287,megawatthours
2024-02-19T16,CAL,California,SUN,Solar,704,megawatthours
2024-02-19T15,CAL,California,SUN,Solar,66,megawatthours
2024-02-19T14,CAL,California,SUN,Solar,43,megawatthours
2024-02-19T13,CAL,California,SUN,Solar,37,megawatthours
2024-02-19T12,CAL,California,SUN,Solar,45,megawatthours
2024-02-19T11,CAL,California,SUN,Solar,20,megawatthours
2024-02-19T10,CAL,California,SUN,Solar,20,megawatthours
2024-02-19T09,CAL,California,SUN,Solar,23,megawatthours
2024-02-19T08,CAL,California,SUN,Solar,29,megawatthours
2024-02-19T07,CAL,California,SUN,Solar,27,megawatthours
2024-02-19T06,CAL,California,SUN,Solar,78,megawatthours
2024-02-19T05,CAL,California,SUN,Solar,108,megawatthours
2024-02-19T04,CAL,California,SUN,Solar,141,megawatthours
2024-02-19T03,CAL,California,SUN,Solar,357,megawatthours
2024-02-19T02,CAL,California,SUN,Solar,3705,megawatthours
2024-02-19T01,CAL,California,SUN,Solar,7691,megawatthours
2024-02-19T00,CAL,California,SUN,Solar,10308,megawatthours
2024-02-18T23,CAL,California,SUN,Solar,10917,megawatthours
2024-02-18T22,CAL,California,SUN,Solar,11801,megawatthours
2024-02-18T21,CAL,California,SUN,Solar,12512,megawatthours
2024-02-18T20,CAL,California,SUN,Solar,13208,megawatthours
2024-02-18T19,CAL,California,SUN,Solar,13104,megawatthours
2024-02-18T18,CAL,California,SUN,Solar,11996,megawatthours
2024-02-18T17,CAL,California,SUN,Solar,5831,megawatthours
2024-02-18T16,CAL,California,SUN,Solar,811,megawatthours
2024-02-18T15,CAL,California,SUN,Solar,67,megawatthours
2024-02-18T14,CAL,California,SUN,Solar,50,megawatthours
2024-02-18T13,CAL,California,SUN,Solar,41,megawatthours
2024-02-18T12,CAL,California,SUN,Solar,34,megawatthours
2024-02-18T11,CAL,California,SUN,Solar,36,megawatthours
2024-02-18T10,CAL,California,SUN,Solar,37,megawatthours
2024-02-18T09,CAL,California,SUN,Solar,29,megawatthours
2024-02-18T08,CAL,California,SUN,Solar,32,megawatthours
2024-02-18T07,CAL,California,SUN,Solar,29,megawatthours
2024-02-18T06,CAL,California,SUN,Solar,32,megawatthours
2024-02-18T05,CAL,California,SUN,Solar,80,megawatthours
2024-02-18T04,CAL,California,SUN,Solar,52,megawatthours
2024-02-18T03,CAL,California,SUN,Solar,237,megawatthours
2024-02-18T02,CAL,California,SUN,Solar,2850,megawatthours
2024-02-18T01,CAL,California,SUN,Solar,7201,megawatthours
2024-02-18T00,CAL,California,SUN,Solar,9523,megawatthours
2024-02-17T23,CAL,California,SUN,Solar,10426,megawatthours
2024-02-17T22,CAL,California,SUN,Solar,11033,megawatthours
2024-02-17T21,CAL,California,SUN,Solar,11585,megawatthours
2024-02-17T20,CAL,California,SUN,Solar,12208,megawatthours
2024-02-17T19,CAL,California,SUN,Solar,11588,megawatthours
2024-02-17T18,CAL,California,SUN,Solar,9503,megawatthours
2024-02-17T17,CAL,California,SUN,Solar,5140,megawatthours
2024-02-17T16,CAL,California,SUN,Solar,767,megawatthours
2024-02-17T15,CAL,California,SUN,Solar,65,megawatthours
2024-02-17T14,CAL,California,SUN,Solar,50,megawatthours
2024-02-17T13,CAL,California,SUN,Solar,51,megawatthours
2024-02-17T12,CAL,California,SUN,Solar,51,megawatthours
2024-02-17T11,CAL,California,SUN,Solar,50,megawatthours
2024-02-17T10,CAL,California,SUN,Solar,58,megawatthours
2024-02-17T09,CAL,California,SUN,Solar,53,megawatthours
2024-02-17T08,CAL,California,SUN,Solar,51,megawatthours
2024-02-17T07,CAL,California,SUN,Solar,57,megawatthours
2024-02-17T06,CAL,California,SUN,Solar,54,megawatthours
2024-02-17T05,CAL,California,SUN,Solar,52,megawatthours
2024-02-17T04,CAL,California,SUN,Solar,46,megawatthours
2024-02-17T03,CAL,California,SUN,Solar,286,megawatthours
2024-02-17T02,CAL,California,SUN,Solar,3354,megawatthours
2024-02-17T01,CAL,California,SUN,Solar,8295,megawatthours
2024-02-17T00,CAL,California,SUN,Solar,10670,megawatthours
2024-02-16T23,CAL,California,SUN,Solar,12223,megawatthours
2024-02-16T22,CAL,California,SUN,Solar,12530,megawatthours
2024-02-16T21,CAL,California,SUN,Solar,13281,megawatthours
2024-02-16T20,CAL,California,SUN,Solar,12882,megawatthours
2024-02-16T19,CAL,California,SUN,Solar,12531,megawatthours
2024-02-16T18,CAL,California,SUN,Solar,9906,megawatthours
2024-02-16T17,CAL,California,SUN,Solar,4981,megawatthours
2024-02-16T16,CAL,California,SUN,Solar,673,megawatthours
2024-02-16T15,CAL,California,SUN,Solar,55,megawatthours
2024-02-16T14,CAL,California,SUN,Solar,32,megawatthours
2024-02-16T13,CAL,California,SUN,Solar,32,megawatthours
2024-02-16T12,CAL,California,SUN,Solar,33,megawatthours
2024-02-16T11,CAL,California,SUN,Solar,33,megawatthours
2024-02-16T10,CAL,California,SUN,Solar,33,megawatthours
2024-02-16T09,CAL,California,SUN,Solar,33,megawatthours
2024-02-16T08,CAL,California,SUN,Solar,38,megawatthours
2024-02-16T07,CAL,California,SUN,Solar,44,megawatthours
2024-02-16T06,CAL,California,SUN,Solar,45,megawatthours
2024-02-16T05,CAL,California,SUN,Solar,38,megawatthours
2024-02-16T04,CAL,California,SUN,Solar,40,megawatthours
2024-02-16T03,CAL,California,SUN,Solar,399,megawatthours
2024-02-16T02,CAL,California,SUN,Solar,4457,megawatthours
2024-02-16T01,CAL,California,SUN,Solar,9846,megawatthours
2024-02-16T00,CAL,California,SUN,Solar,11902,megawatthours
2024-02-15T23,CAL,California,SUN,Solar,12836,megawatthours
2024-02-15T22,CAL,California,SUN,Solar,13400,megawatthours
2024-02-15T21,CAL,California,SUN,Solar,13730,megawatthours
2024-02-15T20,CAL,California,SUN,Solar,13144,megawatthours
2024-02-15T19,CAL,California,SUN,Solar,12492,megawatthours
2024-02-15T18,CAL,California,SUN,Solar,10153,megawatthours
2024-02-15T17,CAL,California,SUN,Solar,4842,megawatthours
2024-02-15T16,CAL,California,SUN,Solar,622,megawatthours
2024-02-15T15,CAL,California,SUN,Solar,161,megawatthours
2024-02-15T14,CAL,California,SUN,Solar,157,megawatthours
2024-02-15T13,CAL,California,SUN,Solar,154,megawatthours
2024-02-15T12,CAL,California,SUN,Solar,156,megawatthours
2024-02-15T11,CAL,California,SUN,Solar,159,megawatthours
2024-02-15T10,CAL,California,SUN,Solar,179,megawatthours
2024-02-15T09,CAL,California,SUN,Solar,212,megawatthours
2024-02-15T08,CAL,California,SUN,Solar,170,megawatthours
2024-02-15T07,CAL,California,SUN,Solar,161,megawatthours
2024-02-15T06,CAL,California,SUN,Solar,156,megawatthours
2024-02-15T05,CAL,California,SUN,Solar,161,megawatthours
2024-02-15T04,CAL,California,SUN,Solar,181,megawatthours
2024-02-15T03,CAL,California,SUN,Solar,463,megawatthours
2024-02-15T02,CAL,California,SUN,Solar,4221,megawatthours
2024-02-15T01,CAL,California,SUN,Solar,9930,megawatthours
2024-02-15T00,CAL,California,SUN,Solar,12094,megawatthours
2024-02-14T23,CAL,California,SUN,Solar,12385,megawatthours
2024-02-14T22,CAL,California,SUN,Solar,12205,megawatthours
2024-02-14T21,CAL,California,SUN,Solar,12746,megawatthours
2024-02-14T20,CAL,California,SUN,Solar,13183,megawatthours
2024-02-14T19,CAL,California,SUN,Solar,13380,megawatthours
2024-02-14T18,CAL,California,SUN,Solar,11553,megawatthours
2024-02-14T17,CAL,California,SUN,Solar,5342,megawatthours
2024-02-14T16,CAL,California,SUN,Solar,640,megawatthours
2024-02-14T15,CAL,California,SUN,Solar,-17,megawatthours
2024-02-14T14,CAL,California,SUN,Solar,-39,megawatthours
2024-02-14T13,CAL,California,SUN,Solar,-39,megawatthours
2024-02-14T12,CAL,California,SUN,Solar,-29,megawatthours
2024-02-14T11,CAL,California,SUN,Solar,-26,megawatthours
2024-02-14T10,CAL,California,SUN,Solar,-32,megawatthours
2024-02-14T09,CAL,California,SUN,Solar,-15,megawatthours
2024-02-14T08,CAL,California,SUN,Solar,-16,megawatthours
2024-02-14T07,CAL,California,SUN,Solar,-15,megawatthours
2024-02-14T06,CAL,California,SUN,Solar,-13,megawatthours
2024-02-14T05,CAL,California,SUN,Solar,-26,megawatthours
2024-02-14T04,CAL,California,SUN,Solar,65,megawatthours
2024-02-14T03,CAL,California,SUN,Solar,452,megawatthours
2024-02-14T02,CAL,California,SUN,Solar,5167,megawatthours
2024-02-14T01,CAL,California,SUN,Solar,9532,megawatthours
2024-02-14T00,CAL,California,SUN,Solar,12213,megawatthours
2024-02-13T23,CAL,California,SUN,Solar,13224,megawatthours
2024-02-13T22,CAL,California,SUN,Solar,13611,megawatthours
2024-02-13T21,CAL,California,SUN,Solar,13904,megawatthours
2024-02-13T20,CAL,California,SUN,Solar,14613,megawatthours
2024-02-13T19,CAL,California,SUN,Solar,13516,megawatthours
2024-02-13T18,CAL,California,SUN,Solar,11195,megawatthours
2024-02-13T17,CAL,California,SUN,Solar,5517,megawatthours
2024-02-13T16,CAL,California,SUN,Solar,642,megawatthours
2024-02-13T15,CAL,California,SUN,Solar,-23,megawatthours
2024-02-13T14,CAL,California,SUN,Solar,-45,megawatthours
2024-02-13T13,CAL,California,SUN,Solar,-31,megawatthours
2024-02-13T12,CAL,California,SUN,Solar,-18,megawatthours
2024-02-13T11,CAL,California,SUN,Solar,-18,megawatthours
2024-02-13T10,CAL,California,SUN,Solar,-17,megawatthours
2024-02-13T09,CAL,California,SUN,Solar,-15,megawatthours
2024-02-13T08,CAL,California,SUN,Solar,-25,megawatthours
2024-02-13T07,CAL,California,SUN,Solar,73,megawatthours
2024-02-13T06,CAL,California,SUN,Solar,48,megawatthours
2024-02-13T05,CAL,California,SUN,Solar,48,megawatthours
2024-02-13T04,CAL,California,SUN,Solar,46,megawatthours
2024-02-13T03,CAL,California,SUN,Solar,394,megawatthours
2024-02-13T02,CAL,California,SUN,Solar,5212,megawatthours
2024-02-13T01,CAL,California,SUN,Solar,10755,megawatthours
2024-02-13T00,CAL,California,SUN,Solar,12766,megawatthours
2024-02-12T23,CAL,California,SUN,Solar,14036,megawatthours
2024-02-12T22,CAL,California,SUN,Solar,14139,megawatthours
2024-02-12T21,CAL,California,SUN,Solar,14188,megawatthours
2024-02-12T20,CAL,California,SUN,Solar,14786,megawatthours
2024-02-12T19,CAL,California,SUN,Solar,14790,megawatthours
2024-02-12T18,CAL,California,SUN,Solar,12997,megawatthours
2024-02-12T17,CAL,California,SUN,Solar,5855,megawatthours
2024-02-12T16,CAL,California,SUN,Solar,598,megawatthours
2024-02-12T15,CAL,California,SUN,Solar,-31,megawatthours
2024-02-12T14,CAL,California,SUN,Solar,-50,megawatthours
2024-02-12T13,CAL,California,SUN,Solar,-50,megawatthours
2024-02-12T12,CAL,California,SUN,Solar,-49,megawatthours
2024-02-12T11,CAL,California,SUN,Solar,-50,megawatthours
2024-02-12T10,CAL,California,SUN,Solar,-45,megawatthours
2024-02-12T09,CAL,California,SUN,Solar,-35,megawatthours
2024-02-12T08,CAL,California,SUN,Solar,-4,megawatthours
2024-02-12T07,CAL,California,SUN,Solar,29,megawatthours
2024-02-12T06,CAL,California,SUN,Solar,21,megawatthours
2024-02-12T05,CAL,California,SUN,Solar,-2,megawatthours
2024-02-12T04,CAL,California,SUN,Solar,190,megawatthours
2024-02-12T03,CAL,California,SUN,Solar,544,megawatthours
2024-02-12T02,CAL,California,SUN,Solar,5381,megawatthours
2024-02-12T01,CAL,California,SUN,Solar,10156,megawatthours
2024-02-12T00,CAL,California,SUN,Solar,12195,megawatthours
2024-02-11T23,CAL,California,SUN,Solar,13028,megawatthours
2024-02-11T22,CAL,California,SUN,Solar,13416,megawatthours
2024-02-11T21,CAL,California,SUN,Solar,13636,megawatthours
2024-02-11T20,CAL,California,SUN,Solar,13791,megawatthours
2024-02-11T19,CAL,California,SUN,Solar,13254,megawatthours
2024-02-11T18,CAL,California,SUN,Solar,12427,megawatthours
2024-02-11T17,CAL,California,SUN,Solar,2410,megawatthours
2024-02-11T16,CAL,California,SUN,Solar,564,megawatthours
2024-02-11T15,CAL,California,SUN,Solar,-35,megawatthours
2024-02-11T14,CAL,California,SUN,Solar,-51,megawatthours
2024-02-11T13,CAL,California,SUN,Solar,-51,megawatthours
2024-02-11T12,CAL,California,SUN,Solar,-51,megawatthours
2024-02-11T11,CAL,California,SUN,Solar,-50,megawatthours
2024-02-11T10,CAL,California,SUN,Solar,-51,megawatthours
2024-02-11T09,CAL,California,SUN,Solar,-40,megawatthours
2024-02-11T08,CAL,California,SUN,Solar,-20,megawatthours
2024-02-11T07,CAL,California,SUN,Solar,-18,megawatthours
2024-02-11T06,CAL,California,SUN,Solar,-20,megawatthours
2024-02-11T05,CAL,California,SUN,Solar,-21,megawatthours
2024-02-11T04,CAL,California,SUN,Solar,-6,megawatthours
2024-02-11T03,CAL,California,SUN,Solar,252,megawatthours
2024-02-11T02,CAL,California,SUN,Solar,5279,megawatthours
2024-02-11T01,CAL,California,SUN,Solar,10397,megawatthours
2024-02-11T00,CAL,California,SUN,Solar,12768,megawatthours
2024-02-10T23,CAL,California,SUN,Solar,13405,megawatthours
2024-02-10T22,CAL,California,SUN,Solar,13918,megawatthours
2024-02-10T21,CAL,California,SUN,Solar,13941,megawatthours
2024-02-10T20,CAL,California,SUN,Solar,14204,megawatthours
2024-02-10T19,CAL,California,SUN,Solar,12637,megawatthours
2024-02-10T18,CAL,California,SUN,Solar,9630,megawatthours
2024-02-10T17,CAL,California,SUN,Solar,3586,megawatthours
2024-02-10T16,CAL,California,SUN,Solar,390,megawatthours
2024-02-10T15,CAL,California,SUN,Solar,57,megawatthours
2024-02-10T14,CAL,California,SUN,Solar,35,megawatthours
2024-02-10T13,CAL,California,SUN,Solar,11,megawatthours
2024-02-10T12,CAL,California,SUN,Solar,21,megawatthours
2024-02-10T11,CAL,California,SUN,Solar,-9,megawatthours
2024-02-10T10,CAL,California,SUN,Solar,-26,megawatthours
2024-02-10T09,CAL,California,SUN,Solar,-12,megawatthours
2024-02-10T08,CAL,California,SUN,Solar,5,megawatthours
2024-02-10T07,CAL,California,SUN,Solar,66,megawatthours
2024-02-10T06,CAL,California,SUN,Solar,95,megawatthours
2024-02-10T05,CAL,California,SUN,Solar,97,megawatthours
2024-02-10T04,CAL,California,SUN,Solar,100,megawatthours
2024-02-10T03,CAL,California,SUN,Solar,230,megawatthours
2024-02-10T02,CAL,California,SUN,Solar,3066,megawatthours
2024-02-10T01,CAL,California,SUN,Solar,7837,megawatthours
2024-02-10T00,CAL,California,SUN,Solar,9932,megawatthours
2024-02-09T23,CAL,California,SUN,Solar,10997,megawatthours
2024-02-09T22,CAL,California,SUN,Solar,12595,megawatthours
2024-02-09T21,CAL,California,SUN,Solar,13638,megawatthours
2024-02-09T20,CAL,California,SUN,Solar,13684,megawatthours
2024-02-09T19,CAL,California,SUN,Solar,12884,megawatthours
2024-02-09T18,CAL,California,SUN,Solar,9997,megawatthours
2024-02-09T17,CAL,California,SUN,Solar,3809,megawatthours
2024-02-09T16,CAL,California,SUN,Solar,317,megawatthours
2024-02-09T15,CAL,California,SUN,Solar,-46,megawatthours
2024-02-09T14,CAL,California,SUN,Solar,-53,megawatthours
2024-02-09T13,CAL,California,SUN,Solar,-53,megawatthours
2024-02-09T12,CAL,California,SUN,Solar,-53,megawatthours
2024-02-09T11,CAL,California,SUN,Solar,-53,megawatthours
2024-02-09T10,CAL,California,SUN,Solar,-53,megawatthours
2024-02-09T09,CAL,California,SUN,Solar,-53,megawatthours
2024-02-09T08,CAL,California,SUN,Solar,-53,megawatthours
2024-02-09T07,CAL,California,SUN,Solar,-49,megawatthours
2024-02-09T06,CAL,California,SUN,Solar,-10,megawatthours
2024-02-09T05,CAL,California,SUN,Solar,37,megawatthours
2024-02-09T04,CAL,California,SUN,Solar,-20,megawatthours
2024-02-09T03,CAL,California,SUN,Solar,129,megawatthours
2024-02-09T02,CAL,California,SUN,Solar,3703,megawatthours
2024-02-09T01,CAL,California,SUN,Solar,9240,megawatthours
2024-02-09T00,CAL,California,SUN,Solar,11573,megawatthours
2024-02-08T23,CAL,California,SUN,Solar,12507,megawatthours
2024-02-08T22,CAL,California,SUN,Solar,12746,megawatthours
2024-02-08T21,CAL,California,SUN,Solar,12176,megawatthours
2024-02-08T20,CAL,California,SUN,Solar,12263,megawatthours
2024-02-08T19,CAL,California,SUN,Solar,11595,megawatthours
2024-02-08T18,CAL,California,SUN,Solar,9041,megawatthours
2024-02-08T17,CAL,California,SUN,Solar,3448,megawatthours
2024-02-08T16,CAL,California,SUN,Solar,287,megawatthours
2024-02-08T15,CAL,California,SUN,Solar,-41,megawatthours
2024-02-08T14,CAL,California,SUN,Solar,-49,megawatthours
2024-02-08T13,CAL,California,SUN,Solar,-47,megawatthours
2024-02-08T12,CAL,California,SUN,Solar,-42,megawatthours
2024-02-08T11,CAL,California,SUN,Solar,-38,megawatthours
2024-02-08T10,CAL,California,SUN,Solar,-33,megawatthours
2024-02-08T09,CAL,California,SUN,Solar,-27,megawatthours
2024-02-08T08,CAL,California,SUN,Solar,2,megawatthours
2024-02-08T07,CAL,California,SUN,Solar,38,megawatthours
2024-02-08T06,CAL,California,SUN,Solar,71,megawatthours
2024-02-08T05,CAL,California,SUN,Solar,106,megawatthours
2024-02-08T04,CAL,California,SUN,Solar,120,megawatthours
2024-02-08T03,CAL,California,SUN,Solar,267,megawatthours
2024-02-08T02,CAL,California,SUN,Solar,2768,megawatthours
2024-02-08T01,CAL,California,SUN,Solar,7002,megawatthours
2024-02-08T00,CAL,California,SUN,Solar,8805,megawatthours
2024-02-07T23,CAL,California,SUN,Solar,9941,megawatthours
2024-02-07T22,CAL,California,SUN,Solar,11319,megawatthours
2024-02-07T21,CAL,California,SUN,Solar,11572,megawatthours
2024-02-07T20,CAL,California,SUN,Solar,11375,megawatthours
2024-02-07T19,CAL,California,SUN,Solar,10773,megawatthours
2024-02-07T18,CAL,California,SUN,Solar,8730,megawatthours
2024-02-07T17,CAL,California,SUN,Solar,3229,megawatthours
2024-02-07T16,CAL,California,SUN,Solar,450,megawatthours
2024-02-07T15,CAL,California,SUN,Solar,82,megawatthours
2024-02-07T14,CAL,California,SUN,Solar,74,megawatthours
2024-02-07T13,CAL,California,SUN,Solar,66,megawatthours
2024-02-07T12,CAL,California,SUN,Solar,38,megawatthours
2024-02-07T11,CAL,California,SUN,Solar,48,megawatthours
2024-02-07T10,CAL,California,SUN,Solar,61,megawatthours
2024-02-07T09,CAL,California,SUN,Solar,82,megawatthours
2024-02-07T08,CAL,California,SUN,Solar,91,megawatthours
2024-02-07T07,CAL,California,SUN,Solar,103,megawatthours
2024-02-07T06,CAL,California,SUN,Solar,87,megawatthours
2024-02-07T05,CAL,California,SUN,Solar,57,megawatthours
2024-02-07T04,CAL,California,SUN,Solar,105,megawatthours
2024-02-07T03,CAL,California,SUN,Solar,175,megawatthours
2024-02-07T02,CAL,California,SUN,Solar,825,megawatthours
2024-02-07T01,CAL,California,SUN,Solar,2466,megawatthours
2024-02-07T00,CAL,California,SUN,Solar,3425,megawatthours
2024-02-06T23,CAL,California,SUN,Solar,5498,megawatthours
2024-02-06T22,CAL,California,SUN,Solar,6601,megawatthours
2024-02-06T21,CAL,California,SUN,Solar,7513,megawatthours
2024-02-06T20,CAL,California,SUN,Solar,6367,megawatthours
2024-02-06T19,CAL,California,SUN,Solar,3793,megawatthours
2024-02-06T18,CAL,California,SUN,Solar,2043,megawatthours
2024-02-06T17,CAL,California,SUN,Solar,665,megawatthours
2024-02-06T16,CAL,California,SUN,Solar,23,megawatthours
2024-02-06T15,CAL,California,SUN,Solar,-36,megawatthours
2024-02-06T14,CAL,California,SUN,Solar,-34,megawatthours
2024-02-06T13,CAL,California,SUN,Solar,-36,megawatthours
2024-02-06T12,CAL,California,SUN,Solar,-34,megawatthours
2024-02-06T11,CAL,California,SUN,Solar,-34,megawatthours
2024-02-06T10,CAL,California,SUN,Solar,-35,megawatthours
2024-02-06T09,CAL,California,SUN,Solar,-7,megawatthours
2024-02-06T08,CAL,California,SUN,Solar,-25,megawatthours
2024-02-06T07,CAL,California,SUN,Solar,-30,megawatthours
2024-02-06T06,CAL,California,SUN,Solar,-30,megawatthours
2024-02-06T05,CAL,California,SUN,Solar,-30,megawatthours
2024-02-06T04,CAL,California,SUN,Solar,-36,megawatthours
2024-02-06T03,CAL,California,SUN,Solar,-15,megawatthours
2024-02-06T02,CAL,California,SUN,Solar,523,megawatthours
2024-02-06T01,CAL,California,SUN,Solar,1534,megawatthours
2024-02-06T00,CAL,California,SUN,Solar,2838,megawatthours
2024-02-05T23,CAL,California,SUN,Solar,4284,megawatthours
2024-02-05T22,CAL,California,SUN,Solar,5730,megawatthours
2024-02-05T21,CAL,California,SUN,Solar,6386,megawatthours
2024-02-05T20,CAL,California,SUN,Solar,6056,megawatthours
2024-02-05T19,CAL,California,SUN,Solar,4897,megawatthours
2024-02-05T18,CAL,California,SUN,Solar,3342,megawatthours
2024-02-05T17,CAL,California,SUN,Solar,932,megawatthours
2024-02-05T16,CAL,California,SUN,Solar,27,megawatthours
2024-02-05T15,CAL,California,SUN,Solar,-25,megawatthours
2024-02-05T14,CAL,California,SUN,Solar,-24,megawatthours
2024-02-05T13,CAL,California,SUN,Solar,-25,megawatthours
2024-02-05T12,CAL,California,SUN,Solar,-24,megawatthours
2024-02-05T11,CAL,California,SUN,Solar,-24,megawatthours
2024-02-05T10,CAL,California,SUN,Solar,-24,megawatthours
2024-02-05T09,CAL,California,SUN,Solar,-24,megawatthours
2024-02-05T08,CAL,California,SUN,Solar,-25,megawatthours
2024-02-05T07,CAL,California,SUN,Solar,-19,megawatthours
2024-02-05T06,CAL,California,SUN,Solar,-12,megawatthours
2024-02-05T05,CAL,California,SUN,Solar,14,megawatthours
2024-02-05T04,CAL,California,SUN,Solar,34,megawatthours
2024-02-05T03,CAL,California,SUN,Solar,127,megawatthours
2024-02-05T02,CAL,California,SUN,Solar,1691,megawatthours
2024-02-05T01,CAL,California,SUN,Solar,4976,megawatthours
